PL25_00076_repORrelaxase	ref|WP_099630304.1|	29.745	353	215	10	13	361	16	339	7.37e-40	156	replication-relaxation family protein [Sporosarcina sp. P2]	2048251	N/A
PL25_00076_repORrelaxase	ref|WP_269053147.1|	29.213	356	213	10	13	361	16	339	1.17e-39	155	replication-relaxation family protein [Sporosarcina sp. G11-34]	2849605	N/A
PL25_00076_repORrelaxase	ref|WP_340794980.1|	28.955	335	197	8	13	340	16	316	2.20e-39	155	replication-relaxation family protein [Sporosarcina sp. FSL K6-1508]	2921553	N/A
PL25_00076_repORrelaxase	ref|WP_099674144.1|	29.745	353	215	10	13	361	16	339	2.62e-39	154	replication-relaxation family protein [Sporosarcina sp. P16b]	2048261	N/A
PL25_00076_repORrelaxase	ref|WP_413054097.1|	30.303	330	199	8	14	341	17	317	2.74e-39	154	replication-relaxation family protein [Sporosarcina pasadenensis]	3142387	N/A
PL25_00076_repORrelaxase	ref|WP_163539230.1|	29.730	333	209	6	10	337	11	323	5.26e-39	154	hypothetical protein [Gracilibacillus sp. YIM 98692]	2663532	N/A
PL25_00076_repORrelaxase	ref|WP_262173255.1|	29.641	334	204	8	14	345	17	321	8.13e-39	153	replication-relaxation family protein [Saccharococcus sp. Marseille-Q5394]	2972778	N/A
PL25_00076_repORrelaxase	ref|WP_252502729.1|	29.641	334	204	8	14	345	17	321	1.05e-38	153	replication-relaxation family protein [Sporosarcina sp. Marseille-Q4943]	2942204	N/A
PL25_00076_repORrelaxase	ref|WP_413057058.1|	29.518	332	199	8	14	341	17	317	5.25e-38	151	replication-relaxation family protein [Sporosarcina sp. 179-K 3D1 HS]	3232169	N/A
PL25_00076_repORrelaxase	ref|WP_251695168.1|	29.819	332	198	9	14	341	17	317	5.46e-38	151	replication-relaxation family protein [Sporosarcina luteola]	582850	N/A
PL25_00076_repORrelaxase	ref|WP_251700406.1|	29.341	334	205	8	14	345	17	321	1.12e-37	150	replication-relaxation family protein [Sporosarcina luteola]	582850	N/A
PL25_00076_repORrelaxase	ref|WP_324225681.1|	29.377	337	200	8	14	339	16	325	2.43e-37	150	replication-relaxation family protein [Lentibacillus sp.]	1925746	N/A
PL25_00076_repORrelaxase	ref|WP_068441803.1|	31.361	338	192	10	14	339	16	325	2.53e-37	150	replication-relaxation family protein [Lentibacillus amyloliquefaciens]	1472767	N/A
PL25_00076_repORrelaxase	ref|WP_381439794.1|	29.217	332	200	8	14	341	17	317	3.48e-37	149	replication-relaxation family protein [Sporosarcina soli]	334736	N/A
PL25_00076_repORrelaxase	ref|WP_340766210.1|	30.000	330	199	8	13	340	16	315	4.71e-37	148	replication-relaxation family protein [Sporosarcina sp. FSL K6-6792]	2921559	N/A
PL25_00076_repORrelaxase	ref|WP_186668761.1|	30.000	330	199	8	13	340	16	315	6.58e-37	148	replication-relaxation family protein [Sporosarcina sp. BP05]	2758726	N/A
PL25_00076_repORrelaxase	ref|WP_176447354.1|	28.698	338	199	8	14	339	16	323	6.81e-37	148	replication-relaxation family protein [Lentibacillus sp. CBA3610]	2518176	N/A
PL25_00076_repORrelaxase	ref|WP_212607074.1|	29.091	330	201	8	13	339	16	315	2.93e-36	146	replication-relaxation family protein [Sporosarcina sp. Marseille-Q4063]	2810514	N/A
PL25_00076_repORrelaxase	ref|WP_185830875.1|	30.172	348	208	11	17	360	14	330	7.13e-36	145	replication-relaxation family protein [Siminovitchia terrae]	1914933	N/A
PL25_00076_repORrelaxase	gb|RST57384.1|	30.172	348	208	11	17	360	16	332	8.19e-36	145	hypothetical protein D5F11_023020 [Siminovitchia terrae]	1914933	N/A
PL25_00076_repORrelaxase	ref|WP_205179703.1|	30.460	348	207	12	17	360	14	330	3.17e-35	143	replication-relaxation family protein [Siminovitchia thermophila]	1245522	N/A
PL25_00076_repORrelaxase	ref|WP_207151484.1|	29.394	330	201	8	13	340	16	315	3.42e-35	144	replication-relaxation family protein [Sporosarcina sp. E16_8]	2789295	N/A
PL25_00076_repORrelaxase	ref|WP_390274403.1|	30.137	365	213	13	14	369	17	348	3.43e-35	144	replication-relaxation family protein [Virgibacillus xinjiangensis]	393090	N/A
PL25_00076_repORrelaxase	ref|WP_210469076.1|	28.531	354	218	10	13	361	16	339	3.76e-35	143	replication-relaxation family protein [Sporosarcina sp. 6E9]	2819235	N/A
PL25_00076_repORrelaxase	ref|WP_390303505.1|	28.493	365	219	12	14	369	17	348	1.34e-34	142	replication-relaxation family protein [Virgibacillus sediminis]	202260	N/A
PL25_00076_repORrelaxase	ref|WP_212604617.1|	29.573	328	199	9	14	339	17	314	1.88e-34	141	replication-relaxation family protein [Sporosarcina sp. Marseille-Q4063]	2810514	N/A
PL25_00076_repORrelaxase	gb|TMN20934.1|	28.107	338	198	10	14	339	46	350	2.04e-34	142	hypothetical protein FFL34_01530 [Lentibacillus cibarius]	2583219	N/A
PL25_00076_repORrelaxase	ref|WP_171046240.1|	28.107	338	198	10	14	339	43	347	2.55e-34	142	replication-relaxation family protein [Lentibacillus cibarius]	2583219	N/A
PL25_00076_repORrelaxase	ref|WP_193065421.1|	27.988	343	206	9	10	341	9	321	2.60e-34	142	replication-relaxation family protein [Oceanobacillus oncorhynchi]	545501	N/A
PL25_00076_repORrelaxase	ref|WP_171046233.1|	28.235	340	199	10	14	341	44	350	4.41e-34	141	replication-relaxation family protein [Lentibacillus cibarius]	2583219	N/A
PL25_00076_repORrelaxase	gb|TMN20849.1|	28.402	338	197	10	14	339	92	396	1.21e-33	141	hypothetical protein FFL34_01025 [Lentibacillus cibarius]	2583219	N/A
PL25_00076_repORrelaxase	gb|PRX40923.1|	30.892	314	176	7	10	322	10	283	1.49e-33	140	protein involved in plasmid replication-relaxation [Planifilum fimeticola]	201975	N/A
PL25_00076_repORrelaxase	ref|WP_382391950.1|	27.729	339	198	10	14	339	17	321	1.65e-33	139	replication-relaxation family protein [Lentibacillus juripiscarius]	257446	N/A
PL25_00076_repORrelaxase	ref|WP_199860702.1|	27.381	336	202	9	10	339	13	312	1.06e-32	137	replication-relaxation family protein [Oceanobacillus damuensis]	937928	N/A
PL25_00076_repORrelaxase	ref|WP_461177650.1|	28.084	381	211	12	14	368	17	360	2.68e-32	136	replication-relaxation family protein [Virgibacillus ainsalahensis]	1337860	N/A
PL25_00076_repORrelaxase	ref|WP_170070412.1|	30.744	309	173	7	15	322	1	269	2.95e-32	136	replication-relaxation family protein [Planifilum fimeticola]	201975	N/A
PL25_00076_repORrelaxase	ref|WP_340858367.1|	57.426	101	43	0	10	110	10	110	3.96e-32	129	replication-relaxation family protein [Aeribacillus sp. FSL M8-0254]	2954577	N/A
PL25_00076_repORrelaxase	ref|WP_040980423.1|	25.000	340	218	6	10	340	6	317	7.05e-32	135	MULTISPECIES: replication-relaxation family protein [Oceanobacillus]	182709;545501;1462527	N/A;N/A;N/A
PL25_00076_repORrelaxase	ref|WP_382401593.1|	31.056	322	184	9	11	330	11	296	1.28e-29	129	replication-relaxation family protein [Lentibacillus salinarum]	446820	N/A
PL25_00076_repORrelaxase	ref|WP_325948128.1|	27.811	338	209	12	27	360	1	307	1.08e-28	125	hypothetical protein [Heyndrickxia sporothermodurans]	46224	N/A
PL25_00076_repORrelaxase	emb|CAQ8676472.1|	28.490	351	202	12	14	354	16	327	1.60e-28	125	MAG: hypothetical protein HMCMC_ODJHPF_01852 [Bacillaceae bacterium]	1889774	N/A
PL25_00076_repORrelaxase	ref|WP_423337720.1|	28.076	317	186	8	51	359	11	293	3.15e-28	124	hypothetical protein [Neobacillus sp. 19]	3394458	N/A
PL25_00076_repORrelaxase	ref|WP_223663859.1|	27.576	330	190	9	16	332	13	306	3.99e-28	125	hypothetical protein [Pseudobacillus badius]	1455	N/A
PL25_00076_repORrelaxase	ref|WP_094885398.1|	27.083	336	197	10	13	339	12	308	8.08e-28	124	hypothetical protein [Virgibacillus indicus]	2024554	N/A
PL25_00076_repORrelaxase	ref|WP_427735611.1|	26.036	338	216	6	6	341	16	321	1.03e-27	123	hypothetical protein [Viridibacillus sp. NPDC093762]	3390720	N/A
PL25_00076_repORrelaxase	ref|WP_156136578.1|	27.273	330	191	9	16	332	13	306	1.25e-27	123	replication-relaxation family protein [Pseudobacillus badius]	1455	N/A
PL25_00076_repORrelaxase	gb|KIL74700.1|	27.273	330	191	9	16	332	25	318	1.64e-27	123	hypothetical protein SD78_1769 [Pseudobacillus badius]	1455	N/A
PL25_00076_repORrelaxase	ref|WP_402834720.1|	27.763	371	226	15	14	369	19	362	1.95e-26	120	replication-relaxation family protein [Lysinibacillus sphaericus]	1421	N/A
PL25_00076_repORrelaxase	ref|WP_427792395.1|	25.740	338	217	6	6	341	16	321	3.68e-26	119	hypothetical protein [Viridibacillus arvi]	263475	N/A
PL25_00076_repORrelaxase	dbj|BHC04819.1|	29.630	270	161	7	100	361	19	267	1.15e-25	116	hypothetical protein JCM21714A_00280 [Gracilibacillus boraciitolerans]	307521	N/A
PL25_00076_repORrelaxase	ref|WP_069512462.1|	27.473	364	224	13	14	363	19	356	3.77e-25	117	MULTISPECIES: replication-relaxation family protein [Lysinibacillus]	1421;400634;2921718	N/A;N/A;N/A
PL25_00076_repORrelaxase	ref|WP_077319079.1|	27.083	336	209	8	9	340	9	312	8.15e-25	116	hypothetical protein [Virgibacillus proomii]	84407	N/A
PL25_00076_repORrelaxase	ref|WP_077719544.1|	26.409	337	206	9	8	342	15	311	3.83e-24	114	replication-relaxation family protein [Novibacillus thermophilus]	1471761	N/A
PL25_00076_repORrelaxase	ref|WP_343273166.1|	24.370	357	230	9	12	359	12	337	7.16e-24	113	hypothetical protein [Lentibacillus songyuanensis]	3136161	N/A
PL25_00076_repORrelaxase	ref|WP_482099643.1|	27.413	259	155	5	85	340	1	229	1.71e-22	107	hypothetical protein [Sporosarcina sp. Y352]	3700070	N/A
PL25_00076_repORrelaxase	ref|WP_188698858.1|	30.526	285	158	9	69	339	9	267	1.16e-21	106	hypothetical protein [Pullulanibacillus camelliae]	1707096	N/A
PL25_00076_repORrelaxase	dbj|GGE56053.1|	30.526	285	158	9	69	339	4	262	1.36e-21	106	hypothetical protein GCM10011391_38830 [Pullulanibacillus camelliae]	1707096	N/A
PL25_00076_repORrelaxase	tpg|HEY4550917.1|	57.692	78	33	0	72	149	14	91	2.09e-21	100	hypothetical protein [Bacillus sp. (in: firmicutes)]	1409	N/A
PL25_00076_repORrelaxase	ref|WP_480925217.1|	25.000	332	214	8	10	339	20	318	3.18e-21	105	hypothetical protein [Rummeliibacillus pycnus]	101070	N/A
PL25_00076_repORrelaxase	gb|KRG16847.1|	33.537	164	104	4	8	168	5	166	7.17e-20	99.0	hypothetical protein ACA29_02910 [Lederbergia galactosidilytica]	217031	N/A
PL25_00076_repORrelaxase	ref|WP_139490064.1|	24.776	335	206	8	12	344	5	295	1.95e-19	100	replication-relaxation family protein [Brevibacillus dissolubilis]	1844116	N/A
PL25_00076_repORrelaxase	ref|WP_028987596.1|	28.205	351	199	14	10	354	8	311	6.39e-16	90.9	replication-relaxation family protein [Thermicanus aegyptius]	94009;1089548	N/A;N/A
PL25_00076_repORrelaxase	ref|WP_056042597.1|	23.706	367	229	11	9	367	7	330	2.40e-15	89.4	replication-relaxation family protein [Paenibacillus sp. Leaf72]	1736234	N/A
PL25_00076_repORrelaxase	gb|RKJ46318.1|	25.410	244	153	5	121	359	1	220	2.87e-15	87.0	hypothetical protein D7X33_34320, partial [Butyricicoccus sp. 1XD8-22]	2320083	N/A
PL25_00076_repORrelaxase	ref|WP_206514658.1|	26.087	230	146	5	9	237	12	218	7.46e-15	87.8	replication-relaxation family protein [Brevibacillus marinus]	2496837	N/A
PL25_00076_repORrelaxase	ref|WP_251340312.1|	24.390	328	208	10	17	341	20	310	2.43e-14	86.3	PadR family transcriptional regulator [Heyndrickxia oleronia]	38875	N/A
PL25_00076_repORrelaxase	ref|WP_180212671.1|	24.390	328	208	10	17	341	20	310	4.89e-14	85.5	replication-relaxation family protein [Heyndrickxia oleronia]	38875	N/A
PL25_00076_repORrelaxase	gb|OUM87555.1|	29.688	192	129	4	11	200	97	284	5.85e-14	85.9	MAG: hypothetical protein BAA01_06595 [Bacillus thermozeamaize]	230954	N/A
PL25_00076_repORrelaxase	ref|WP_320210773.1|	25.312	320	200	10	17	333	19	302	9.28e-14	84.7	replication-relaxation family protein [Cytobacillus sp. IB215665]	3097357	N/A
PL25_00076_repORrelaxase	ref|WP_280618099.1|	24.390	328	208	10	17	341	20	310	1.00e-13	84.3	replication-relaxation family protein [Heyndrickxia oleronia]	38875	N/A
PL25_00076_repORrelaxase	ref|WP_251345685.1|	24.085	328	209	10	17	341	20	310	1.11e-13	84.3	PadR family transcriptional regulator [Heyndrickxia oleronia]	38875	N/A
